,training_loss,training_gap,test_loss,testing_gap
0,1.9475783109664917,1.2582646608352661,12.99266529083252,0.2601985037326813
1,10.065384864807129,0.9100143313407898,17.795150756835938,0.27883273363113403
2,16.35845184326172,1.1269816160202026,13.895064353942871,0.3124523162841797
3,12.545412063598633,1.25065279006958,38.593528747558594,0.30946341156959534
4,29.70074462890625,1.2893526554107666,33.219295501708984,0.2948179244995117
5,23.254863739013672,1.2047691345214844,18.60825538635254,0.3138587474822998
6,15.194659233093262,1.252753734588623,17.550573348999023,0.3070254325866699
7,14.796042442321777,1.2213752269744873,17.68770980834961,0.29524391889572144
8,15.779568672180176,1.2212599515914917,11.056623458862305,0.2565537989139557
9,9.79050350189209,1.1104098558425903,10.212417602539062,0.25267502665519714
10,7.799279689788818,0.8848049640655518,8.956969261169434,0.2612033188343048
11,7.118279457092285,1.0670195817947388,10.598467826843262,0.2694007158279419
12,8.527337074279785,1.0915064811706543,5.530692100524902,0.20338773727416992
13,4.743648052215576,1.009667158126831,7.41640043258667,0.2688315212726593
14,5.942493438720703,0.9870908856391907,8.598063468933105,0.2811511158943176
15,6.876733303070068,1.118738055229187,8.674484252929688,0.27552443742752075
16,6.5511064529418945,1.034809947013855,8.810479164123535,0.2793448567390442
17,6.507106781005859,0.9413335919380188,5.895199298858643,0.29236674308776855
18,5.297381401062012,1.1352323293685913,4.557731628417969,0.24706703424453735
19,3.995659589767456,0.8780438899993896,4.3682451248168945,0.2574519217014313
20,3.7889790534973145,0.981275737285614,3.9732491970062256,0.12316808104515076
21,3.2733192443847656,0.5712931752204895,3.698823928833008,0.22288210690021515
22,2.8269364833831787,0.620048999786377,3.1390390396118164,0.17123043537139893
23,2.540452480316162,0.6894622445106506,3.1920247077941895,0.23965051770210266
24,2.7452991008758545,0.9378824830055237,2.5704572200775146,0.17688219249248505
25,2.14349365234375,0.5395812392234802,2.5880348682403564,0.2459011673927307
26,2.1175498962402344,0.6538482308387756,1.8655474185943604,0.1469082534313202
27,1.645943522453308,0.46876034140586853,3.4977939128875732,0.3103005588054657
28,2.803356409072876,1.217559576034546,2.172191858291626,0.22981151938438416
29,1.9540538787841797,0.8418663740158081,2.0513925552368164,0.14872726798057556
30,1.958201289176941,0.5761904120445251,2.150283098220825,0.10768702626228333
31,1.8730891942977905,0.43710213899612427,1.9465715885162354,0.13044318556785583
32,1.7598962783813477,0.6055352687835693,1.9224436283111572,0.10861886292695999
33,1.7639484405517578,0.42129939794540405,1.7832024097442627,0.08388052135705948
34,1.6711384057998657,0.39192044734954834,1.762128233909607,0.08327353745698929
35,1.5728460550308228,0.38689789175987244,1.542115330696106,0.06447239965200424
36,1.4364012479782104,0.27011850476264954,1.4690366983413696,0.09734422713518143
37,1.481845736503601,0.4452454149723053,1.305693507194519,0.06226057559251785
38,1.315360188484192,0.28391033411026,1.3440961837768555,0.10901764780282974
39,1.2642673254013062,0.2950345277786255,1.1725512742996216,0.09895431995391846
40,1.1805286407470703,0.3791433274745941,1.277303695678711,0.21661724150180817
41,1.2038335800170898,0.4974335730075836,1.1795319318771362,0.16023673117160797
42,1.125495195388794,0.4232241213321686,1.1367868185043335,0.1296551525592804
43,1.1132344007492065,0.3818835914134979,1.1162605285644531,0.09568154811859131
44,1.1373528242111206,0.4365296959877014,1.0871838331222534,0.05833512172102928
45,1.1095714569091797,0.308084100484848,1.08987557888031,0.0743551254272461
46,1.0943273305892944,0.2707959711551666,1.092964768409729,0.06398314982652664
47,1.0826326608657837,0.2540583908557892,1.067940592765808,0.05507337301969528
48,1.0638166666030884,0.21078674495220184,1.0593326091766357,0.055713482201099396
49,1.0503268241882324,0.22345273196697235,1.0160316228866577,0.04375772923231125
50,1.0257333517074585,0.24552257359027863,0.9651822447776794,0.07518257945775986
51,0.9893485307693481,0.24962878227233887,0.9223946928977966,0.044490326195955276
52,0.9657158255577087,0.16006352007389069,0.9511144757270813,0.045380283147096634
53,1.0005218982696533,0.20521673560142517,0.9850064516067505,0.07839518040418625
54,1.004414439201355,0.2765427529811859,0.9750423431396484,0.0534842275083065
55,0.9952201247215271,0.23343196511268616,0.9899744391441345,0.052192218601703644
56,1.0059622526168823,0.1958768665790558,0.9767807126045227,0.05049024149775505
57,0.9925372004508972,0.20734719932079315,0.9717900156974792,0.050756145268678665
58,0.9994907379150391,0.19995246827602386,0.9321060180664062,0.03307541832327843
59,0.9895707964897156,0.14553283154964447,0.9735102653503418,0.05240059643983841
60,0.9969732165336609,0.19241264462471008,0.9345487952232361,0.043951813131570816
61,0.9742294549942017,0.17614920437335968,0.9305620193481445,0.03690805286169052
62,0.9775959849357605,0.15621881186962128,0.9604937434196472,0.035109926015138626
63,0.9873300790786743,0.1484510600566864,0.9243972897529602,0.03351577743887901
64,0.9757958650588989,0.14488549530506134,0.9176317453384399,0.03390325978398323
65,0.9783068895339966,0.14644886553287506,0.9329411387443542,0.030012186616659164
66,0.9764389991760254,0.13194403052330017,0.9295668601989746,0.03629470616579056
67,0.977577805519104,0.1548149138689041,0.9242861866950989,0.03534507751464844
68,0.9764823317527771,0.15487822890281677,0.935001790523529,0.03504852578043938
69,0.9746778607368469,0.15062342584133148,0.9368614554405212,0.03616247698664665
70,0.9798235297203064,0.154380202293396,0.9238632321357727,0.03483080863952637
71,0.9820152521133423,0.154066264629364,0.9206512570381165,0.0314081609249115
72,0.9775080680847168,0.14034664630889893,0.9216784834861755,0.03245258703827858
73,0.978766143321991,0.14002135396003723,0.9198350310325623,0.03492549806833267
74,0.9850737452507019,0.15777604281902313,0.9246074557304382,0.032829467207193375
75,0.9757049679756165,0.14222536981105804,0.9310899972915649,0.03276523947715759
76,0.9757441878318787,0.1398535817861557,0.9271114468574524,0.034521397203207016
77,0.9803751111030579,0.14665165543556213,0.9207114577293396,0.03498094901442528
78,0.9728103876113892,0.14383037388324738,0.9168228507041931,0.0354173369705677
79,0.9711689949035645,0.14577731490135193,0.9067849516868591,0.03701869398355484
80,0.9707412123680115,0.14752042293548584,0.9099658131599426,0.0360691212117672
81,0.9677489399909973,0.14379635453224182,0.9156403541564941,0.03334429860115051
82,0.9668166041374207,0.1371176689863205,0.9126100540161133,0.03203995153307915
83,0.9685868620872498,0.13747338950634003,0.9174403548240662,0.034505415707826614
84,0.9702140092849731,0.14681768417358398,0.9195519685745239,0.034435223788022995
85,0.9709106683731079,0.14493194222450256,0.9097920656204224,0.03363616764545441
86,0.9700239300727844,0.14367859065532684,0.9114159941673279,0.03560645878314972
87,0.9717999696731567,0.14460985362529755,0.9147489666938782,0.0339207723736763
88,0.971285343170166,0.14115023612976074,0.9129193425178528,0.03261123225092888
89,0.9699205756187439,0.13928869366645813,0.9143570065498352,0.0338178388774395
90,0.9696237444877625,0.14203472435474396,0.9152684211730957,0.03433987498283386
91,0.967779815196991,0.14167994260787964,0.9130094647407532,0.034458328038454056
92,0.9665672183036804,0.14271049201488495,0.907321572303772,0.035944707691669464
93,0.9646093249320984,0.14628112316131592,0.9052440524101257,0.035357967019081116
94,0.963727593421936,0.144252747297287,0.9061136245727539,0.03465263918042183
95,0.9631908535957336,0.13944824039936066,0.9059256911277771,0.03371765464544296
96,0.9623352289199829,0.1377103626728058,0.9065818190574646,0.03323271870613098
97,0.9626288414001465,0.13850264251232147,0.909306526184082,0.03293382003903389
98,0.962890088558197,0.1375906616449356,0.911149799823761,0.03450201824307442
99,0.9635446667671204,0.1396479606628418,0.9081355333328247,0.03569849953055382
100,0.9637717604637146,0.1455194652080536,0.9062187075614929,0.03465656563639641
101,0.9637965559959412,0.14379747211933136,0.9073305130004883,0.03419983386993408
102,0.9636446237564087,0.14056643843650818,0.9064633250236511,0.03381683677434921
103,0.9630733728408813,0.13913382589817047,0.9055911302566528,0.03393923118710518
104,0.962786853313446,0.14047771692276,0.9076322913169861,0.03393639251589775
105,0.9622452855110168,0.14067430794239044,0.909548282623291,0.03417623043060303
106,0.962090015411377,0.14043568074703217,0.9074938893318176,0.03546816483139992
107,0.9616491198539734,0.14198215305805206,0.9060713648796082,0.03545219451189041
108,0.9614056944847107,0.14425018429756165,0.9060248732566833,0.034870076924562454
109,0.9610530138015747,0.14250585436820984,0.9048944711685181,0.03419466316699982
110,0.9608584642410278,0.1400415301322937,0.9035105109214783,0.034404151141643524
111,0.960731029510498,0.13965192437171936,0.9042443633079529,0.03368133306503296
112,0.960644543170929,0.13819384574890137,0.9056804776191711,0.0338769294321537
113,0.9605928659439087,0.1393103152513504,0.9057294726371765,0.034485235810279846
114,0.9605664610862732,0.14078621566295624,0.9054043889045715,0.03502002730965614
115,0.9606300592422485,0.1424391269683838,0.9054686427116394,0.035013291984796524
116,0.9606213569641113,0.14171206951141357,0.9053565263748169,0.03453429788351059
117,0.9606070518493652,0.14059549570083618,0.9047043919563293,0.03456136956810951
118,0.960532009601593,0.14010950922966003,0.9044675827026367,0.034170396625995636
119,0.9604917764663696,0.1397465616464615,0.9048862457275391,0.03370676934719086
120,0.960363507270813,0.13970351219177246,0.9055662155151367,0.033659376204013824
121,0.9602756500244141,0.13910986483097076,0.905727207660675,0.03463061526417732
122,0.9601918458938599,0.14026017487049103,0.905484676361084,0.03510867804288864
123,0.9601815342903137,0.1402813196182251,0.9051990509033203,0.03462117537856102
124,0.9601082801818848,0.1393193006515503,0.9050362706184387,0.03471088036894798
125,0.9600270390510559,0.1397228091955185,0.904548168182373,0.033702827990055084
126,0.9599153399467468,0.13905014097690582,0.9039487838745117,0.03373447805643082
127,0.9598456621170044,0.1391756385564804,0.9038969874382019,0.03403271734714508
128,0.9597845077514648,0.1391776204109192,0.90443354845047,0.03433556109666824
129,0.9597695469856262,0.13879773020744324,0.9047426581382751,0.03424292430281639
130,0.9597932696342468,0.13946686685085297,0.9046418070793152,0.03460416570305824
131,0.9598583579063416,0.1401960849761963,0.9047136306762695,0.034560538828372955
132,0.9599236845970154,0.13918833434581757,0.9050440788269043,0.03374088928103447
133,0.9599699378013611,0.13914039731025696,0.9050084948539734,0.03374163806438446
134,0.9599922299385071,0.13913872838020325,0.9045467376708984,0.03378479927778244
135,0.9599973559379578,0.1400170773267746,0.9043598175048828,0.03390359506011009
136,0.9599941372871399,0.13877297937870026,0.9046481251716614,0.033851586282253265
137,0.9599801301956177,0.13856391608715057,0.904843807220459,0.03462092578411102
138,0.959963321685791,0.13886043429374695,0.9046691060066223,0.03422194719314575
139,0.9599459767341614,0.13885469734668732,0.9045591354370117,0.03421216085553169
140,0.9599440693855286,0.13908085227012634,0.9047397971153259,0.03411946818232536
141,0.9599465727806091,0.13880205154418945,0.9048511385917664,0.034119877964258194
142,0.9599533081054688,0.13853760063648224,0.90461266040802,0.03376976400613785
143,0.9599522948265076,0.13911141455173492,0.9043400883674622,0.0338137112557888
144,0.9599518775939941,0.13970279693603516,0.9043692946434021,0.0338137112557888
145,0.9599503874778748,0.13877156376838684,0.9045659303665161,0.03365122154355049
146,0.9599529504776001,0.13864806294441223,0.9046269655227661,0.03412025049328804
147,0.9599574208259583,0.1386481374502182,0.9045761227607727,0.0342121385037899
148,0.959965169429779,0.13864095509052277,0.904636025428772,0.0342121496796608
149,0.9599791765213013,0.13863396644592285,0.9048078656196594,0.03421027958393097
150,0.9599930047988892,0.13845759630203247,0.9048891067504883,0.03421027958393097
151,0.9600023627281189,0.13842004537582397,0.9047929644584656,0.03421027958393097
152,0.9600005149841309,0.13842250406742096,0.9046616554260254,0.0342121496796608
153,0.959990918636322,0.13871590793132782,0.9046291708946228,0.0343310683965683
154,0.9599785804748535,0.1384735405445099,0.9046608805656433,0.034122128039598465
155,0.9599690437316895,0.1384781301021576,0.9046608805656433,0.034122128039598465
156,0.959967315196991,0.13848090171813965,0.9046188592910767,0.034122128039598465
157,0.9599723219871521,0.1389397531747818,0.9046065211296082,0.034122128039598465
158,0.9599828124046326,0.13892997801303864,0.9046573042869568,0.034122128039598465
159,0.9599947929382324,0.13888058066368103,0.9047258496284485,0.03421027958393097
160,0.960006833076477,0.1387730985879898,0.9047495126724243,0.03432920202612877
161,0.9600149989128113,0.13871917128562927,0.9047218561172485,0.03432920202612877
162,0.9600180983543396,0.13871173560619354,0.9046886563301086,0.03432920202612877
163,0.9600164294242859,0.13876549899578094,0.9046867489814758,0.03421027958393097
164,0.9600125551223755,0.13847407698631287,0.9047078490257263,0.03421027958393097
165,0.9600096940994263,0.1384812891483307,0.9047150015830994,0.03421027958393097
166,0.9600079655647278,0.1384737640619278,0.9046944975852966,0.0342121496796608
167,0.9600080847740173,0.13847383856773376,0.9046730399131775,0.0342121496796608
168,0.9600086212158203,0.13847140967845917,0.9046807289123535,0.0342121496796608
169,0.9600095152854919,0.13875837624073029,0.9047126173973083,0.0342121496796608
170,0.9600111246109009,0.1387730985879898,0.9047314524650574,0.03421027958393097
171,0.9600130915641785,0.1387728750705719,0.9047157168388367,0.03432920202612877
172,0.9600149989128113,0.13876517117023468,0.9046861529350281,0.034122128039598465
173,0.9600167274475098,0.13876517117023468,0.9046769142150879,0.0342121496796608
174,0.9600185751914978,0.138765349984169,0.9046940207481384,0.03421027958393097
175,0.9600209593772888,0.13876557350158691,0.9047104716300964,0.03421027958393097
176,0.9600242972373962,0.1384739875793457,0.9047042727470398,0.0342121496796608
177,0.9600278735160828,0.1384739875793457,0.9046862721443176,0.0342121496796608
178,0.9600319862365723,0.13846677541732788,0.9046846628189087,0.0342121496796608
179,0.9600359201431274,0.13846677541732788,0.904707133769989,0.0342121496796608
180,0.9600387811660767,0.13876590132713318,0.9047328233718872,0.03421027958393097
181,0.9600407481193542,0.1387730985879898,0.9047377705574036,0.03421027958393097
182,0.960041344165802,0.13876590132713318,0.9047223329544067,0.0342121496796608
183,0.9600406885147095,0.13876566290855408,0.9047079086303711,0.0342121496796608
184,0.9600384831428528,0.13876566290855408,0.9047094583511353,0.0342121496796608
185,0.9600363969802856,0.13875837624073029,0.9047194719314575,0.0342121496796608
186,0.9600344896316528,0.13846677541732788,0.9047202467918396,0.0342121496796608
187,0.9600329399108887,0.1384739875793457,0.9047061800956726,0.0342121496796608
188,0.9600322842597961,0.1384739875793457,0.9046902656555176,0.0342121496796608
189,0.9600326418876648,0.1384739875793457,0.904687225818634,0.0342121496796608
190,0.9600343108177185,0.138765349984169,0.9046984910964966,0.0342121496796608
191,0.9600359201431274,0.138765349984169,0.9047121405601501,0.03421027958393097
192,0.9600377082824707,0.138765349984169,0.904716432094574,0.03421027958393097
193,0.9600392580032349,0.138765349984169,0.9047122001647949,0.03421027958393097
194,0.9600397944450378,0.1387728750705719,0.9047083258628845,0.03421027958393097
195,0.9600403904914856,0.13876557350158691,0.9047118425369263,0.0342121496796608
196,0.9600405097007751,0.13876557350158691,0.9047195315361023,0.03421027958393097
197,0.9600414633750916,0.13875837624073029,0.9047236442565918,0.03421027958393097
198,0.9600418210029602,0.13875837624073029,0.9047202467918396,0.03421027958393097
199,0.9600419402122498,0.13846677541732788,0.9047126173973083,0.0342121496796608
200,0.960042417049408,0.13846677541732788,0.9047074317932129,0.0342121496796608
201,0.9600429534912109,0.13875837624073029,0.9047083854675293,0.0342121496796608
202,0.9600429534912109,0.13875837624073029,0.9047132730484009,0.0342121496796608
203,0.9600433707237244,0.13876557350158691,0.9047171473503113,0.0342121496796608
204,0.9600433707237244,0.13876557350158691,0.9047176241874695,0.0342121496796608
205,0.9600435495376587,0.13876557350158691,0.9047157168388367,0.0342121496796608
206,0.9600431323051453,0.13876557350158691,0.9047148823738098,0.0342121496796608
207,0.9600431323051453,0.13876557350158691,0.9047161340713501,0.0342121496796608
208,0.9600433707237244,0.13876557350158691,0.9047185778617859,0.0342121496796608
209,0.9600434303283691,0.13876557350158691,0.9047200083732605,0.0342121496796608
210,0.960043728351593,0.13876557350158691,0.9047191739082336,0.0342121496796608
211,0.9600439071655273,0.13876557350158691,0.9047169089317322,0.0342121496796608
212,0.9600445032119751,0.13876557350158691,0.9047147631645203,0.0342121496796608
213,0.960044801235199,0.13876557350158691,0.9047141075134277,0.0342121496796608
214,0.9600450396537781,0.13876557350158691,0.9047150611877441,0.0342121496796608
215,0.9600457549095154,0.13876557350158691,0.9047167897224426,0.0342121496796608
216,0.9600459933280945,0.13876557350158691,0.9047181010246277,0.0342121496796608
217,0.9600462317466736,0.13876557350158691,0.9047189950942993,0.0342121496796608
218,0.9600467681884766,0.13876557350158691,0.9047191739082336,0.0342121496796608
219,0.9600469470024109,0.13876557350158691,0.904719352722168,0.0342121496796608
220,0.9600470662117004,0.13876557350158691,0.9047197699546814,0.0342121496796608
221,0.9600472450256348,0.13876557350158691,0.9047203063964844,0.0342121496796608
222,0.96004718542099,0.13876557350158691,0.9047207832336426,0.0342121496796608
223,0.9600474238395691,0.13876557350158691,0.9047209024429321,0.0342121496796608
224,0.9600474238395691,0.13876557350158691,0.9047204256057739,0.0342121496796608
225,0.9600475430488586,0.13876557350158691,0.9047196507453918,0.0342121496796608
226,0.9600478410720825,0.13876557350158691,0.9047186970710754,0.0342121496796608
227,0.9600481986999512,0.13876557350158691,0.9047182202339172,0.0342121496796608
228,0.960048496723175,0.13876557350158691,0.9047183394432068,0.0342121496796608
229,0.9600486159324646,0.13876557350158691,0.9047188758850098,0.0342121496796608
230,0.9600488543510437,0.13876557350158691,0.9047198295593262,0.0342121496796608
231,0.9600490927696228,0.13876557350158691,0.9047204256057739,0.0342121496796608
232,0.9600490927696228,0.13876557350158691,0.9047206044197083,0.0342121496796608
233,0.9600493311882019,0.13876557350158691,0.9047206044197083,0.0342121496796608
234,0.9600499272346497,0.13876557350158691,0.9047204256057739,0.0342121496796608
235,0.9600496292114258,0.13876557350158691,0.9047204852104187,0.0342121496796608
236,0.9600498080253601,0.13876557350158691,0.9047209024429321,0.0342121496796608
237,0.9600498080253601,0.13876557350158691,0.9047209620475769,0.0342121496796608
238,0.9600496292114258,0.13876557350158691,0.904721200466156,0.0342121496796608
239,0.9600498080253601,0.13876557350158691,0.9047207832336426,0.0342121496796608
240,0.9600498080253601,0.13876557350158691,0.9047204256057739,0.0342121496796608
241,0.9600499272346497,0.13876557350158691,0.9047199487686157,0.0342121496796608
242,0.9600498080253601,0.13876557350158691,0.9047197699546814,0.0342121496796608
243,0.9600498080253601,0.13876557350158691,0.9047199487686157,0.0342121496796608
244,0.9600500464439392,0.13876557350158691,0.9047203063964844,0.0342121496796608
245,0.9600500464439392,0.13876557350158691,0.9047207832336426,0.0342121496796608
246,0.9600502252578735,0.13876557350158691,0.904721200466156,0.0342121496796608
247,0.9600502848625183,0.13876557350158691,0.9047210812568665,0.0342121496796608
248,0.9600504040718079,0.13876557350158691,0.9047210812568665,0.0342121496796608
249,0.9600505232810974,0.13876557350158691,0.904721200466156,0.0342121496796608
